,Year,Close
0,1985.0,1277.719971
1,1985.0191886428097,1289.969971
2,1985.0383772856194,1282.02002
3,1985.057565928429,1275.839966
4,1985.076754571239,1299.359985
5,1985.0959432140487,1269.660034
6,1985.1151318568584,1247.349976
7,1985.134320499668,1267.449951
8,1985.1535091424778,1266.780029
9,1985.1726977852875,1259.050049
10,1985.1918864280972,1265.680054
11,1985.211075070907,1266.560059
12,1985.2302637137168,1275.180054
13,1985.2494523565265,1247.23999
14,1985.2686409993362,1274.180054
15,1985.2878296421459,1285.339966
16,1985.3070182849556,1301.969971
17,1985.3262069277653,1315.410034
18,1985.3453955705752,1316.420044
19,1985.364584213385,1300.959961
20,1985.3837728561946,1324.47998
21,1985.4029614990043,1335.459961
22,1985.422150141814,1334.449951
23,1985.4413387846237,1338.599976
24,1985.4605274274334,1359.540039
25,1985.4797160702433,1357.079956
26,1985.498904713053,1353.050049
27,1985.5180933558627,1320.790039
28,1985.5372819986724,1312.719971
29,1985.556470641482,1318.319946
30,1985.5756592842918,1334.01001
31,1985.5948479271015,1335.689941
32,1985.6140365699114,1307.680054
33,1985.633225212721,1297.939941
34,1985.6524138555308,1320.790039
35,1985.6716024983405,1328.73999
36,1985.6907911411502,1339.939941
37,1985.7099797839599,1368.839966
38,1985.7291684267695,1356.52002
39,1985.7483570695795,1390.25
40,1985.7675457123892,1404.359985
41,1985.7867343551989,1435.089966
42,1985.8059229980086,1464.329956
43,1985.8251116408182,1472.130005
44,1985.844300283628,1477.180054
45,1985.8634889264376,1535.209961
46,1985.8826775692476,1543.0
47,1985.9018662120573,1543.0
48,1985.921054854867,1549.199951
49,1985.9402434976766,1513.530029
50,1985.9594321404863,1536.699951
51,1985.978620783296,1529.930054
52,1985.997809426106,1570.98999
53,1986.0169980689157,1613.420044
54,1986.0361867117253,1664.449951
55,1986.055375354535,1697.709961
56,1986.0745639973447,1709.060059
57,1986.0937526401544,1699.8299559999998
58,1986.1129412829641,1792.7399899999998
59,1986.132129925774,1768.560059
60,1986.1513185685837,1821.719971
61,1986.1705072113934,1739.219971
62,1986.1896958542031,1790.180054
63,1986.2088844970128,1840.4000239999998
64,1986.2280731398225,1835.569946
65,1986.2472617826322,1774.680054
66,1986.2664504254421,1789.430054
67,1986.2856390682518,1759.800049
68,1986.3048277110615,1823.290039
69,1986.3240163538712,1876.709961
70,1986.343204996681,1885.9000239999998
71,1986.3623936394906,1874.189941
72,1986.3815822823003,1879.540039
73,1986.4007709251102,1885.2600100000002
74,1986.41995956792,1900.869995
75,1986.4391482107296,1821.430054
76,1986.4583368535393,1777.97998
77,1986.477525496349,1810.040039
78,1986.4967141391587,1763.640015
79,1986.5159027819684,1782.619995
80,1986.5350914247783,1855.5999760000002
81,1986.554280067588,1887.800049
82,1986.5734687103977,1898.339966
83,1986.5926573532074,1899.75
84,1986.611845996017,1758.719971
85,1986.6310346388268,1762.6500239999998
86,1986.6502232816365,1769.689941
87,1986.6694119244464,1774.180054
88,1986.6886005672561,1793.1700440000002
89,1986.7077892100658,1837.040039
90,1986.7269778528755,1832.359985
91,1986.7461664956852,1877.709961
92,1986.765355138495,1886.530029
93,1986.7845437813046,1873.589966
94,1986.8037324241145,1893.560059
95,1986.8229210669242,1914.22998
96,1986.842109709734,1925.060059
97,1986.8612983525436,1912.2600100000002
98,1986.8804869953533,1928.8499760000002
99,1986.899675638163,1930.4000239999998
100,1986.9188642809727,1927.310059
101,1986.9380529237826,2005.910034
102,1986.9572415665923,2076.6298829999996
103,1986.976430209402,2101.52002
104,1986.9956188522117,2158.040039
105,1987.0148074950214,2186.8701170000004
106,1987.033996137831,2183.350098
107,1987.0531847806408,2235.23999
108,1987.0723734234507,2223.98999
109,1987.0915620662604,2280.22998
110,1987.11075070907,2258.659912
111,1987.1299393518798,2333.52002
112,1987.1491279946895,2335.800049
113,1987.1683166374992,2390.340088
114,1987.1875052803089,2338.780029
115,1987.2066939231188,2275.98999
116,1987.2258825659285,2235.3701170000004
117,1987.2450712087382,2280.399902
118,1987.2642598515479,2322.300049
119,1987.2834484943576,2272.52002
120,1987.3026371371673,2243.199951
121,1987.321825779977,2291.570068
122,1987.3410144227869,2326.149902
123,1987.3602030655966,2377.72998
124,1987.3793917084063,2420.850098
125,1987.398580351216,2436.860107
126,1987.4177689940257,2436.699951
127,1987.4369576368354,2455.98999
128,1987.456146279645,2510.040039
129,1987.475334922455,2485.330078
130,1987.4945235652647,2572.070068
131,1987.5137122080744,2592.0
132,1987.532900850884,2685.429932
133,1987.5520894936938,2709.5
134,1987.5712781365035,2639.350098
135,1987.5904667793131,2561.3798829999996
136,1987.609655422123,2608.73999
137,1987.6288440649328,2524.639893
138,1987.6480327077425,2570.169922
139,1987.6672213505522,2640.98999
140,1987.6864099933618,2482.209961
141,1987.7055986361715,2246.72998
142,1987.7247872789812,1950.7600100000002
143,1987.7439759217912,1993.530029
144,1987.7631645646009,1959.050049
145,1987.7823532074106,1935.0100100000002
146,1987.8015418502202,1913.630005
147,1987.82073049303,1910.47998
148,1987.8399191358396,1766.7399899999998
149,1987.8591077786496,1867.040039
150,1987.8782964214593,1975.300049
151,1987.897485064269,1999.6700440000002
152,1987.9166737070786,1938.8299559999998
153,1987.9358623498883,1911.310059
154,1987.955050992698,1956.069946
155,1987.9742396355077,1903.5100100000002
156,1987.9934282783177,1958.219971
157,1988.0126169211273,1910.47998
158,1988.031805563937,1983.2600100000002
159,1988.0509942067467,2014.589966
160,1988.0701828495564,2023.209961
161,1988.0893714923661,2057.860107
162,1988.1085601351758,2034.97998
163,1988.1277487779857,2087.3701170000004
164,1988.1469374207954,1978.949951
165,1988.1661260636051,1988.060059
166,1988.1853147064148,2090.189941
167,1988.2045033492245,2013.930054
168,1988.2236919920342,2015.089966
169,1988.242880634844,2032.3299559999998
170,1988.2620692776538,2007.459961
171,1988.2812579204635,1990.550049
172,1988.3004465632732,1952.589966
173,1988.319635206083,1956.439941
174,1988.3388238488926,2071.310059
175,1988.3580124917023,2101.709961
176,1988.377201134512,2104.02002
177,1988.396389777322,2142.959961
178,1988.4155784201316,2131.580078
179,1988.4347670629413,2106.149902
180,1988.453955705751,2129.449951
181,1988.4731443485607,2060.98999
182,1988.4923329913704,2128.72998
183,1988.51152163418,2119.1298829999996
184,1988.53071027699,2037.52002
185,1988.5498989197997,2016.0
186,1988.5690875626094,2017.430054
187,1988.588276205419,2054.590088
188,1988.6074648482288,2068.810059
189,1988.6266534910385,2098.149902
190,1988.6458421338482,2090.679932
191,1988.665030776658,2112.909912
192,1988.6842194194678,2150.25
193,1988.7034080622775,2133.179932
194,1988.7225967050872,2183.5
195,1988.741785347897,2149.889893
196,1988.7609739907066,2145.800049
197,1988.7801626335163,2067.030029
198,1988.7993512763262,2062.409912
199,1988.818539919136,2074.679932
200,1988.8377285619456,2092.280029
201,1988.8569172047553,2143.48999
202,1988.876105847565,2150.709961
203,1988.8952944903747,2168.929932
204,1988.9144831331844,2168.570068
205,1988.9336717759943,2194.290039
206,1988.952860418804,2226.070068
207,1988.9720490616137,2235.360107
208,1988.9912377044234,2322.860107
209,1989.010426347233,2331.25
210,1989.0296149900428,2286.070068
211,1989.0488036328525,2324.820068
212,1989.0679922756624,2245.540039
213,1989.087180918472,2274.290039
214,1989.1063695612818,2282.139893
215,1989.1255582040915,2292.139893
216,1989.1447468469012,2243.040039
217,1989.1639354897109,2293.6201170000004
218,1989.1831241325206,2304.800049
219,1989.2023127753305,2337.060059
220,1989.2215014181402,2409.459961
221,1989.2406900609499,2418.800049
222,1989.2598787037596,2381.959961
223,1989.2790673465693,2439.699951
224,1989.298255989379,2501.100098
225,1989.3174446321887,2493.77002
226,1989.3366332749986,2517.830078
227,1989.3558219178083,2513.419922
228,1989.375010560618,2486.3798829999996
229,1989.3941992034277,2531.8701170000004
230,1989.4133878462374,2440.060059
231,1989.432576489047,2487.860107
232,1989.4517651318567,2554.820068
233,1989.4709537746667,2607.360107
234,1989.4901424174764,2635.23999
235,1989.509331060286,2653.449951
236,1989.5285197030958,2683.98999
237,1989.5477083459054,2687.969971
238,1989.5668969887151,2732.360107
239,1989.586085631525,2752.090088
240,1989.6052742743348,2709.540039
241,1989.6244629171445,2674.580078
242,1989.6436515599542,2681.610107
243,1989.6628402027638,2692.820068
244,1989.6820288455735,2785.52002
245,1989.7012174883832,2569.26001
246,1989.7204061311932,2689.139893
247,1989.7395947740029,2596.719971
248,1989.7587834168125,2629.51001
249,1989.7779720596222,2625.610107
250,1989.797160702432,2652.659912
251,1989.8163493452416,2675.550049
252,1989.8355379880513,2747.649902
253,1989.8547266308613,2731.439941
254,1989.873915273671,2739.550049
255,1989.8931039164806,2711.389893
256,1989.9122925592903,2753.199951
257,1989.9314812021,2773.25
258,1989.9506698449097,2689.209961
259,1989.9698584877194,2677.899902
260,1989.9890471305293,2559.22998
261,1990.008235773339,2602.699951
262,1990.0274244161487,2648.199951
263,1990.0466130589584,2635.590088
264,1990.0658017017681,2564.189941
265,1990.0849903445778,2660.360107
266,1990.1041789873875,2683.330078
267,1990.1233676301974,2741.219971
268,1990.1425562730071,2704.280029
269,1990.1617449158168,2707.209961
270,1990.1809335586265,2717.1201170000004
271,1990.2001222014362,2751.800049
272,1990.219310844246,2695.949951
273,1990.2384994870556,2645.050049
274,1990.2576881298655,2710.360107
275,1990.2768767726752,2801.580078
276,1990.296065415485,2819.909912
277,1990.3152540582946,2820.919922
278,1990.3344427011043,2900.969971
279,1990.353631343914,2862.3798829999996
280,1990.3728199867237,2935.889893
281,1990.3920086295336,2857.179932
282,1990.4111972723433,2880.689941
283,1990.430385915153,2904.949951
284,1990.4495745579627,2980.199951
285,1990.4687632007724,2961.139893
286,1990.487951843582,2898.51001
287,1990.5071404863918,2809.649902
288,1990.5263291292017,2716.580078
289,1990.5455177720114,2644.800049
290,1990.564706414821,2532.919922
291,1990.5838950576308,2614.360107
292,1990.6030837004405,2619.550049
293,1990.6222723432502,2564.110107
294,1990.6414609860599,2512.3798829999996
295,1990.6606496288698,2452.47998
296,1990.6798382716795,2510.639893
297,1990.6990269144892,2398.02002
298,1990.718215557299,2520.790039
299,1990.7374042001086,2436.139893
300,1990.7565928429183,2490.840088
301,1990.775781485728,2488.610107
302,1990.794970128538,2550.25
303,1990.8141587713476,2527.22998
304,1990.8333474141573,2559.649902
305,1990.852536056967,2590.100098
306,1990.8717246997767,2593.810059
307,1990.8909133425864,2633.659912
308,1990.910101985396,2629.209961
309,1990.929290628206,2566.090088
310,1990.9484792710157,2501.48999
311,1990.9676679138254,2646.780029
312,1990.986856556635,2659.409912
313,1991.0060451994448,2730.689941
314,1991.0252338422545,2830.689941
315,1991.0444224850642,2934.649902
316,1991.063611127874,2889.360107
317,1991.0827997706838,2909.899902
318,1991.1019884134935,2955.199951
319,1991.1211770563032,2948.27002
320,1991.1403656991129,2858.909912
321,1991.1595543419226,2913.860107
322,1991.1787429847323,2896.780029
323,1991.1979316275422,2920.790039
324,1991.2171202703519,2965.590088
325,1991.2363089131616,2912.3798829999996
326,1991.2554975559713,2938.860107
327,1991.274686198781,2920.169922
328,1991.2938748415907,2886.6298829999996
329,1991.3130634844006,2913.909912
330,1991.3322521272103,3027.5
331,1991.35144077002,2976.73999
332,1991.3706294128297,3000.449951
333,1991.3898180556394,2965.560059
334,1991.409006698449,2906.75
335,1991.4281953412587,2932.469971
336,1991.4473839840687,2980.77002
337,1991.4665726268784,3016.320068
338,1991.485761269688,2972.5
339,1991.5049499124978,3006.26001
340,1991.5241385553074,2996.199951
341,1991.5433271981171,2968.02002
342,1991.5625158409268,3040.25
343,1991.5817044837368,3043.600098
344,1991.6008931265465,3011.6298829999996
345,1991.6200817693561,2985.689941
346,1991.6392704121658,3019.22998
347,1991.6584590549755,3006.040039
348,1991.6776476977852,2961.76001
349,1991.696836340595,2983.679932
350,1991.7160249834048,3077.149902
351,1991.7352136262145,3004.919922
352,1991.7544022690242,3056.350098
353,1991.773590911834,3045.6201170000004
354,1991.7927795546436,2943.199951
355,1991.8119681974533,2902.72998
356,1991.831156840263,2894.679932
357,1991.850345483073,2886.399902
358,1991.8695341258826,2914.360107
359,1991.8887227686923,2934.47998
360,1991.907911411502,3101.52002
361,1991.9271000543117,3201.5
362,1991.9462886971214,3199.5
363,1991.965477339931,3265.0
364,1991.984665982741,3232.800049
365,1992.0038546255507,3223.399902
366,1992.0230432683604,3225.399902
367,1992.0422319111701,3246.0
368,1992.0614205539798,3280.199951
369,1992.0806091967895,3267.699951
370,1992.0997978395992,3221.600098
371,1992.1189864824091,3235.899902
372,1992.1381751252188,3276.399902
373,1992.1573637680285,3231.399902
374,1992.1765524108382,3249.100098
375,1992.195741053648,3255.399902
376,1992.2149296964576,3366.5
377,1992.2341183392673,3324.5
378,1992.2533069820772,3336.100098
379,1992.272495624887,3369.399902
380,1992.2916842676966,3353.100098
381,1992.3108729105063,3386.8000490000004
382,1992.330061553316,3396.899902
383,1992.3492501961257,3398.6999509999996
384,1992.3684388389354,3354.399902
385,1992.3876274817453,3285.399902
386,1992.406816124555,3282.399902
387,1992.4260047673647,3330.300049
388,1992.4451934101744,3330.600098
389,1992.464382052984,3331.600098
390,1992.4835706957938,3285.699951
391,1992.5027593386035,3393.8000490000004
392,1992.5219479814134,3332.199951
393,1992.541136624223,3328.899902
394,1992.5603252670328,3254.100098
395,1992.5795139098425,3267.600098
396,1992.5987025526522,3281.899902
397,1992.6178911954619,3305.699951
398,1992.6370798382716,3327.100098
399,1992.6562684810815,3250.300049
400,1992.6754571238912,3200.600098
401,1992.694645766701,3136.600098
402,1992.7138344095106,3174.399902
403,1992.7330230523203,3207.600098
404,1992.75221169513,3226.300049
405,1992.7714003379397,3240.100098
406,1992.7905889807496,3233.0
407,1992.8097776235593,3227.399902
408,1992.828966266369,3282.199951
409,1992.8481549091787,3288.699951
410,1992.8673435519884,3304.100098
411,1992.886532194798,3313.300049
412,1992.9057208376078,3326.199951
413,1992.9249094804177,3301.110107
414,1992.9440981232274,3251.699951
415,1992.963286766037,3271.100098
416,1992.9824754088468,3256.800049
417,1993.0016640516565,3310.0
418,1993.0208526944662,3442.100098
419,1993.0400413372759,3392.429932
420,1993.0592299800858,3322.179932
421,1993.0784186228955,3370.8100590000004
422,1993.0976072657052,3404.580078
423,1993.1167959085149,3427.820068
424,1993.1359845513246,3471.580078
425,1993.1551731941342,3439.9799799999996
426,1993.1743618369442,3370.8100590000004
427,1993.1935504797539,3396.4799799999996
428,1993.2127391225636,3478.610107
429,1993.2319277653733,3413.7700200000004
430,1993.251116408183,3427.5500490000004
431,1993.2703050509926,3437.1899409999996
432,1993.2894936938023,3443.01001
433,1993.3086823366123,3492.830078
434,1993.327870979422,3527.429932
435,1993.3470596222317,3545.139893
436,1993.3662482650413,3505.01001
437,1993.385436907851,3494.7700200000004
438,1993.4046255506607,3490.889893
439,1993.4238141934704,3483.969971
440,1993.4430028362804,3521.0600590000004
441,1993.46219147909,3528.290039
442,1993.4813801218997,3546.73999
443,1993.5005687647094,3539.469971
444,1993.5197574075191,3560.429932
445,1993.5389460503288,3569.649902
446,1993.5581346931385,3615.4799799999996
447,1993.5773233359484,3640.6298829999996
448,1993.5965119787581,3633.929932
449,1993.6157006215678,3621.6298829999996
450,1993.6348892643775,3613.25
451,1993.6540779071872,3543.110107
452,1993.673266549997,3581.110107
453,1993.6924551928066,3584.73999
454,1993.7116438356165,3629.7299799999996
455,1993.7308324784262,3649.3000490000004
456,1993.750021121236,3680.5900880000004
457,1993.7692097640456,3643.429932
458,1993.7883984068553,3684.5
459,1993.807587049665,3694.01001
460,1993.8267756924747,3683.9499509999996
461,1993.8459643352846,3704.070068
462,1993.8651529780943,3740.669922
463,1993.884341620904,3751.570068
464,1993.9035302637137,3757.719971
465,1993.9227189065234,3754.0900880000004
466,1993.941907549333,3820.7700200000004
467,1993.9610961921428,3867.1999509999996
468,1993.9802848349527,3914.4799799999996
469,1993.9994734777624,3945.429932
470,1994.0186621205721,3871.419922
471,1994.0378507633818,3894.780029
472,1994.0570394061915,3887.459961
473,1994.0762280490012,3838.780029
474,1994.095416691811,3832.3000490000004
475,1994.1146053346208,3862.6999509999996
476,1994.1337939774305,3895.649902
477,1994.1529826202402,3774.7299799999996
478,1994.17217126305,3635.959961
479,1994.1913599058596,3674.26001
480,1994.2105485486693,3661.469971
481,1994.229737191479,3648.679932
482,1994.248925834289,3681.6899409999996
483,1994.2681144770986,3669.5
484,1994.2873031199083,3659.679932
485,1994.306491762718,3766.350098
486,1994.3256804055277,3757.139893
487,1994.3448690483374,3772.219971
488,1994.364057691147,3773.4499509999996
489,1994.383246333957,3776.780029
490,1994.4024349767667,3636.9399409999996
